Gender,Most Comfortable Language,Location of Secondary School,Science Stream,Type of Qualification Completed,Grades Obtained in Qualification,Frequency of Working with Classmates,Academic Year and Trimester,Year of Birth,English Proficiency,Interest in Studying Computer,Average Studying Hours per Week,CGPA,PROGRAMMING AND PROBLEM SOLVING,SOFTWARE AND REQUIREMENTS,TCP/IP NETWORK FUNDAMENTALS,PROBABILITY AND STATISTICS FOR COMPUTING,OBJECT-ORIENTED APPLICATION DEVELOPMENT,DATABASE SYSTEM FUNDAMENTALS,WEB APPLICATION DEVELOPMENT,SOFTWARE DESIGN,SOFTWARE TESTING,COMPUTER ETHICS AND PROFESSIONAL RESPONSIBILITY,INTRODUCTION TO COMPUTER ORGANISATION AND ARCHITECTURE,HUMAN COMPUTER INTERACTION DESIGN,OPERATING SYSTEMS,PROBLEM SOLVING WITH DATA STRUCTURES AND ALGORITHMS,SOFTWARE PROJECT MANAGEMENT,SOFTWARE CONSTRUCTION AND CONFIGURATION,WIRELESS APPLICATION DEVELOPMENT,ADVANCED WEB APPLICATION DEVELOPMENT,SOFTWARE QUALITY ASSURANCE,SOFTWARE ENTREPRENEURSHIP,PROJECT,MULTIMEDIA TECHNOLOGY,ARTIFICIAL INTELLIGENCE,TEAM PROJECT,PROGRAMMING WITH GAME ENGINES,ADVANCED DATABASE SYSTEMS,CLOUD COMPUTING,DIGITAL IMAGE PROCESSING,FUNDAMENTALS OF CYBERSECURITY,PARALLEL PROCESSING,DATA MINING,TCP/IP NETWORK ROUTING,SERVER CONFIGURATION AND MANAGEMENT,TCP/IP NETWORK APPLICATION DEVELOPMENT,NETWORK SECURITY MANAGEMENT
Male,English,Perak,Yes,Foundation in Art,Mostly A's,Often,Year 3 Trimester 3,2002,4,5,6,3.3449,B,B,C+,A-,B+,B-,A-,A+,A+,A,B-,B,B,B,A+,A+,A-,B+,A+,B,A+,B,C+,B+,B,B,B-,B-,B+,B,B+,A,A-,A-,B
Female,Chinese,Sabah,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 2 Trimester 3,2004,4,3,11,3.6503,A,A-,B,A+,B,B+,A-,A+,A-,A,B,B+,A,A,A-,A,A+,B-,A+,A+,A,A+,B-,A-,A,A,A-,A+,B,B,A-,A+,A,B,A-
Male,English,Pahang,Yes,Foundation in Art,Mostly B's,Often,Year 3 Trimester 3,2003,4,5,21,3.3454,B,B,B,B,B,A-,A-,B,A,A,A-,A-,B,A-,B+,B,A-,A-,A,A+,A-,A,B+,B+,B+,C,B-,A-,C+,B,A-,B,B+,C+,A-
Male,English,Kedah,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 1 Trimester 2,2003,3,3,12,3.8836,A-,A,A,A,A,A+,A,A,A,B,A,A,A,A,B+,A+,A-,A-,A-,A+,A,A-,A,A+,A,A,A,A+,A,A+,A,B,A,A,A
Female,Chinese,Penang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 2 Trimester 3,2003,4,4,1,3.3821,B,B,B-,B+,B+,C+,A-,A+,A-,A-,A,A,A,A,B-,A,B+,A,C+,C+,A-,A,A-,B+,B-,C,A,B+,A+,A-,A,A-,B,B,C
Male,Chinese,Malacca,Yes,Foundation in Science,Mostly A's,Very Often,Year 2 Trimester 2,2002,4,4,6,3.7235,A,A-,A,B,A+,B,A-,B,A,A-,B+,A+,A+,A,A,A+,B,A+,B+,B+,A+,B,A,B+,A+,A,B+,B+,A,A,A+,A+,A,A,A-
Male,Chinese,Negeri Sembilan,Yes,Foundation in Art,Mostly B's,Sometimes,Year 2 Trimester 2,2001,3,4,12,3.6865,B,A+,A+,B,A,A+,A,A,A,A-,A,A+,A+,A+,A+,B+,B+,B+,A+,A-,A,A-,A+,A-,B+,B-,B+,A+,B,B+,B,A+,A+,B,A
Male,English,Negeri Sembilan,Yes,Foundation in Art,Mostly B's,Never,Year 2 Trimester 3,2003,4,3,13,3.7004,A+,A,B,A-,A-,B,A,A,A,A,A,A,A,A,B,A,A,B+,B,A,A+,A+,A,B+,A,A+,B+,B+,A+,B+,B+,B+,A,B,B
Female,Chinese,Negeri Sembilan,No,Diploma,Mostly B's,Sometimes,Year 2 Trimester 2,2001,3,3,14,3.2021,B,A-,B,F,C,B,A-,A,A+,A+,A-,A+,A,A,A,B+,B+,C,A-,B+,A+,A,A-,B,A+,B+,B+,B,B,B+,F,C+,C,C+,A-
Female,Chinese,Perak,Yes,Foundation in Science,Mostly A's,Very Often,Year 1 Trimester 2,2003,4,3,1,3.7153,A-,A+,A+,B+,A,B+,A,A,A+,A,A+,B,A+,A,B+,A,A,B,A,A+,A-,A,B+,A-,A-,A,B,A,A,B,A+,A+,B+,A-,B
Female,English,Penang,Yes,Foundation in Science,Mostly B's,Often,Year 3 Trimester 2,2003,5,4,14,3.7093,A,A,B,A+,A,B,A+,A-,A+,A,A,A,A,A,A,A,A,C+,A+,A-,B,B+,B+,A+,A,A+,A-,A,A-,A,A,B+,A,B+,A+
Male,Chinese,Sarawak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 3 Trimester 1,2003,4,4,-2,3.0769,A+,A+,C,B,B,C+,C,B,B+,A+,A-,A+,B+,B,A,A+,A-,B-,B+,A,C,A+,A,A,B-,A+,A-,C,C,C+,B-,C+,A+,F,A+
Female,English,Negeri Sembilan,Yes,A-Level,Mostly C's,Often,Year 2 Trimester 2,2001,4,3,18,3.5669,B,A+,B-,C+,B+,B,A,A,A+,A,B-,A,A+,A+,A,A+,B,B,A+,A,A+,B+,A,A+,A,B,A,B,B+,A-,B-,B-,B+,A,A
Male,Chinese,Penang,Yes,Foundation in Science,Mostly B's,Sometimes,Year 3 Trimester 1,2002,3,5,15,3.7925,B,A,A-,A+,A-,A-,A,A+,A+,A,A,A-,A-,A+,A,A-,A-,A,A,A+,A+,A,A+,A-,B+,A+,B+,A,A,B,A+,A,A+,B,B+
Male,Chinese,Johor,Yes,Foundation in Art,Mostly A's,Never,Year 2 Trimester 3,2002,4,4,4,3.4108,B+,A-,A-,B,C,B-,A,A,A,A,A,A+,A+,A+,B+,B,F,A-,A,A-,A,A+,C+,A+,A+,B-,B,C+,A,A-,A-,B-,C,A-,A
Male,Chinese,Selangor,Yes,UEC (Unified Examination Certificate),Mostly A's,Often,Year 2 Trimester 3,2002,4,4,2,3.7613,A,A-,A+,A,A+,B,A-,A,A-,A,A+,A,A,A,A,A-,A-,A-,A,A,A-,B+,A+,A+,B+,A+,B+,A,A-,A,A+,A-,B+,B+,B
Male,English,Negeri Sembilan,Yes,Foundation in Science,Mostly B's,Very Often,Year 3 Trimester 2,2004,4,4,9,3.8326,A+,A-,A+,A+,A-,A-,A+,A-,A+,A,B,A+,A-,A+,A-,A+,A+,A+,A,A,A-,A+,A,A,A+,B+,B+,B,A,A,A+,A+,A+,A+,A+
Male,Chinese,Pahang,Yes,UEC (Unified Examination Certificate),Mostly C's,Often,Year 2 Trimester 3,2002,4,5,8,3.3308,A+,B+,B-,B-,A,B-,A-,B-,B+,B+,A-,A-,B+,B,B+,B+,B-,B,B,A-,B,A-,B+,C+,A,A-,C,A+,A+,B,A+,B,A+,A,A+
Female,English,Johor,Yes,Foundation in Science,Mostly C's,Never,Year 2 Trimester 2,1999,4,3,6,3.0853,C,B,B+,A+,B,C+,A,A,A-,A,A,A,A,A,C+,B-,A-,B+,A,A-,C+,B,A+,C,B,C+,B-,B+,B,A-,C,F,B,B-,B
Male,English,Malacca,Yes,Foundation in Art,Mostly C's,Often,Year 2 Trimester 2,2002,3,4,14,3.1908,C,B-,C+,C+,A-,B+,A-,B,B,A+,B,B,B,B+,A-,A-,A+,C,B+,A+,C+,A+,B+,A-,C+,B+,B+,B+,A-,A,A-,A+,B-,A-,A-
Male,English,Selangor,Yes,Foundation in Art,Mostly B's,Very Often,Year 3 Trimester 1,2002,4,4,11,2.8894,B-,B-,C+,C,B+,C,B-,C,B,A,B-,A-,B,B+,B,A+,A-,B+,A,A+,B-,B,C+,F,B-,C+,B-,B,B-,B+,B-,B,A,B,B
Male,English,Sarawak,Yes,Foundation in Art,Mostly B's,Very Often,Year 2 Trimester 3,2001,3,4,16,3.1908,C,B-,B+,B-,B+,A-,B+,B,A-,B,B,B,A-,A-,B-,B,A-,B,B+,B+,B+,A-,C+,B-,B,A,B-,B+,B+,B+,A,B+,B-,A-,B+
Male,Chinese,Malacca,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 3 Trimester 2,2001,4,3,1,2.7176,C+,B-,C+,C,B-,B-,B-,B+,B,A+,B,A,A-,B+,B,C+,B-,F,C+,A-,B+,B,C,A-,B-,B-,B,C+,C,C+,C+,C+,C+,B-,C+
Female,English,Johor,Yes,Foundation in Science,Mostly A's,Often,Year 2 Trimester 3,2001,4,4,3,3.9062,A+,A,A+,A-,A,B+,A,A,A+,A,A,A,A,A,A-,A+,A,A,A,A+,A+,A+,A+,A-,A+,B,A+,A+,A,A+,A,A+,A+,B+,A-
Female,Chinese,Pahang,Yes,Foundation in Art,Mostly A's,Sometimes,Year 2 Trimester 1,2000,3,4,12,3.6243,B,B,A-,B,A,B,A,A,A,A-,B,A+,A+,A+,A,B-,B-,A,B+,B,A,A+,A+,A,B-,B+,A-,A,A,B+,A-,A-,A,A,B+
Male,Chinese,Selangor,Yes,Diploma,Mostly B's,Sometimes,Year 2 Trimester 1,2002,3,4,4,2.9684,C+,B+,C,C,B-,C,A-,A-,A,A,C+,B,A,B+,B,A-,B+,B,B,A-,B+,C+,B,F,A,B,C,A,B-,B+,C,B+,A-,C,C
Female,English,Negeri Sembilan,Yes,Foundation in Science,Mostly B's,Never,Year 1 Trimester 2,2001,3,5,-1,3.7666,A+,A+,B+,B,A+,B+,B+,A-,A-,A+,A-,A,A,A+,A,A-,A+,A+,A,A,A+,A+,A-,A,B-,B,C+,A+,A+,A+,A+,A,A+,A+,A+
Male,Chinese,Kedah,Yes,UEC (Unified Examination Certificate),Mostly B's,Often,Year 2 Trimester 2,2003,2,4,-1,3.8862,A+,A,A+,A,A,A-,A,A,A,A,A+,A,A,A,A-,A+,A+,A-,A+,A,A,A+,B+,A,A,A+,A+,A+,A,B,A+,A+,B+,A,B
Female,English,Malacca,Yes,Foundation in Science,Mostly A's,Often,Year 3 Trimester 2,2003,4,4,8,3.5759,B+,A,B,B+,A-,B-,A+,A,B,A,A+,A,A-,A-,A,B+,B,B+,A,B,A-,A,A-,A,A,A,C,A-,A-,B+,B,A-,A,B+,A+
Male,Chinese,Perak,Yes,Foundation in Science,Mostly A's,Very Often,Year 2 Trimester 2,2003,3,3,10,3.7495,A+,A+,A-,A-,A+,C+,A-,A+,A,A,A+,A,A+,B+,A-,A,A+,A,A,A+,B+,A+,A-,A,A+,B,A+,B-,A+,A-,A-,A+,A,B+,A+
Male,Chinese,Negeri Sembilan,Yes,Foundation in Science,Mostly B's,Sometimes,Year 1 Trimester 3,2004,3,4,-5,3.5273,B,A-,B,B-,A-,B,A,A,A,A,A,A-,A,A,B-,A+,B,B,A,A,B+,B+,A,A+,A,A-,C,A,A-,A-,B,A,C+,A,B+
Female,Chinese,Johor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 2 Trimester 2,2001,3,4,18,3.724,A-,A-,A+,A-,B,B+,A,A,A+,A,A-,A,A,A,A,A-,B+,A,A,A,A+,A,B+,B,A+,A,B,B+,A-,B+,A-,A+,A-,B-,A+
Male,Chinese,Sarawak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 2 Trimester 3,2002,3,4,4,2.9656,B+,B-,B+,B+,C,C,B+,B-,B,B-,B-,C,A-,A-,C,B-,B+,A-,C+,C+,B,B,A,B+,A,B+,A-,C,A,C+,C+,A,C,B,B
Male,Chinese,Kedah,No,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Very Often,Year 2 Trimester 3,2001,3,3,4,3.2626,A-,A-,B-,B,B+,C,B,B,B,A,A+,A,A,A+,B-,B,B,B-,B,A+,B,A+,A,B-,A,C,B-,A,B-,B,A,B,B+,A,B
Female,English,Kedah,Yes,Foundation in Art,Mostly C's,Sometimes,Year 3 Trimester 2,2003,3,4,19,3.2648,C,B+,A-,B,B+,B+,B,A+,A,B,A+,A-,A+,B,A+,B+,A,A-,B,A-,A-,B+,C+,F,B-,B+,B+,A,A,B+,B+,B+,B-,B-,C+
Female,Chinese,Penang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 1 Trimester 3,2001,4,5,23,3.7408,A,A+,A,A,A,A-,A,A,A,A,A,A,A,A,A-,A,B,A-,A+,B,A,B+,B,A,A-,A+,B+,A+,A+,A,B+,B,B-,B+,B+
Male,Chinese,Johor,Yes,Foundation in Art,Mostly B's,Sometimes,Year 1 Trimester 3,2002,3,3,16,3.8436,A+,A,A,A-,A,A-,A,A,A,A+,A,A+,A+,A+,A,B+,A+,A-,B+,B,A-,B+,A+,A+,A+,B+,A,A,A+,A+,A-,A+,A,A+,A
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Very Often,Year 2 Trimester 2,2003,3,3,15,2.5814,B-,F,B,C,B-,A-,C+,C+,B+,C,B-,B,B,B-,B,C,C,B-,B+,C+,B-,B+,C+,C+,B-,B-,C+,B-,B,C+,B+,B-,B-,C+,C
Male,English,Selangor,Yes,Foundation in Science,Mostly B's,Often,Year 3 Trimester 2,2004,5,5,4,3.8468,A,A,A-,A,A,A-,A,B+,A-,A,A+,A,A,A+,A+,A+,A+,A+,A,A-,A+,B+,A-,B,A,A,A+,A-,A-,A+,A+,A,A-,A-,A-
Male,English,Johor,No,Diploma,Mostly A's,Often,Year 3 Trimester 2,2003,5,4,6,3.5474,B+,A,B,A-,B,A+,B,A-,A-,A+,A+,A+,B,A+,A-,A,B+,B+,A-,B+,A,B,A,A-,B+,A+,A+,B,A-,A,B,B,B,B-,A-
Male,Chinese,Pahang,Yes,Foundation in Science,Mostly A's,Often,Year 2 Trimester 2,2002,4,4,-4,3.6668,A,A,A,A+,B,B-,A+,A,A,A-,A-,A+,A,A,A+,A,A+,A+,B,A,B,A+,A-,B+,A+,B,A,A,B,B+,A,B,B,A,A+
Male,Chinese,Sarawak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 3 Trimester 1,2002,4,5,7,3.8151,A,B-,A,A+,A,B-,A+,A-,A+,A,A,A+,A,A+,B,C+,A,A-,A,A,A+,A,A,A+,A+,A,A,A+,A,A+,A,A-,A,B+,A
Male,English,Kuala Lumpur,Yes,Foundation in Science,Mostly B's,Never,Year 3 Trimester 1,2002,4,4,7,3.7183,A-,A,A-,A+,B,B,A,A,A,A,A,A,A,A,A,A,A,B+,A,A-,A,A-,B+,B,A+,A-,B,C+,B,A+,A+,A-,A+,A-,A+
Male,Chinese,Malacca,Yes,Foundation in Science,Mostly B's,Very Often,Year 3 Trimester 2,2002,3,4,17,3.2967,B,A+,B-,A-,B+,A-,A-,A-,A+,A,A-,B,B,A-,A,A+,B+,F,A,A-,C+,A+,A-,A-,A+,A,A-,B+,B+,B+,B-,B-,A,C+,B
Male,English,Negeri Sembilan,Yes,Foundation in Art,Mostly B's,Sometimes,Year 3 Trimester 3,2000,4,5,9,3.14,A-,A-,A-,B+,B+,F,B+,B,B-,B+,B-,B+,B,B,A,B,A-,C+,B+,C,A-,B,A+,A-,A-,B,F,B+,A-,A-,C+,B,A+,A,A-
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 3 Trimester 1,2001,3,4,14,3.5735,A,A+,A,A-,A,A+,A-,B,A-,B-,A+,A+,A,A,B-,B-,A,A-,B,B-,B,A+,A,A-,A-,A+,B-,A-,A+,B+,B+,A+,A,A+,B+
Male,English,Negeri Sembilan,Yes,Foundation in Art,Mostly B's,Sometimes,Year 2 Trimester 2,2002,4,4,12,3.5647,B+,A-,B-,B-,A+,B+,A,A+,A-,A-,A,A+,A+,A+,B,A-,C,B,B+,A+,A+,A,B,B,B+,A+,B,A,A-,A-,A-,A-,A-,A,B
Female,Chinese,Penang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Very Often,Year 2 Trimester 3,2003,4,5,15,3.2628,A,A-,A,A+,B,A-,F,A-,B,A+,A-,A+,B,C,A+,A+,F,A,A+,A,A-,A,C,C+,A,A+,A-,B+,A-,A,B,A-,F,B,A
Female,English,Selangor,No,Foundation in Science,Mostly C's,Often,Year 3 Trimester 1,2003,4,3,3,2.592,C,C+,B-,F,B-,A+,C+,C,C+,B+,C,B-,C,B+,C+,B,B-,B,C+,B,A,C+,C+,B,C+,A,F,C+,B-,B,C,C+,B,C+,B-
Male,English,Negeri Sembilan,Yes,Foundation in Science,Mostly B's,Often,Year 2 Trimester 3,2004,4,4,3,3.234,B+,B,B-,B-,B+,C,A+,B,A,A,A-,B+,A+,A-,B+,B+,F,B-,B,B,B,A+,B,A,B-,A+,A,A,A-,A-,B-,B-,A-,C+,A
Male,Chinese,Selangor,Yes,UEC (Unified Examination Certificate),Mostly B's,Sometimes,Year 3 Trimester 3,2003,4,4,3,2.8687,A-,C+,C,B+,B-,B+,B,B-,B+,B,B+,B+,B,B-,C+,A-,B+,C+,A-,B+,C+,B,B,A,B-,C,A-,A-,A,A+,B-,F,F,B-,B+
Male,Chinese,Selangor,Yes,Diploma,Mostly A's,Often,Year 3 Trimester 1,2001,3,4,7,3.1628,B,B+,A-,B,B-,C,B,B,B,A,B-,A-,A-,B,B+,B+,C+,B+,A-,C,A-,B,C+,C,B,B+,A,A-,B-,B,B+,A-,B,A-,A+
Female,Chinese,Negeri Sembilan,Yes,Foundation in Science,Mostly B's,Often,Year 2 Trimester 3,2004,3,3,5,3.2364,B+,A+,A-,B,C,B+,A-,A+,A-,A,A+,A,A-,A,A+,A,C,A,A-,A,B,A,B+,A-,A+,B,A+,F,A-,C+,C+,C+,F,C+,B+
Male,English,Johor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Never,Year 3 Trimester 3,2002,4,4,11,2.1823,F,B-,C,B-,C,B-,C+,F,C,B+,B+,C+,C,C,C+,B-,C,F,B+,B+,B-,C,C,C+,C+,C+,B-,C,C+,B-,C,B-,C,C,B-
Male,Chinese,Sarawak,No,Diploma,Mostly B's,Sometimes,Year 2 Trimester 2,2003,4,5,12,3.3134,B+,A+,C,B-,B-,B+,A+,A+,A+,B,C+,C,B+,B+,A+,B-,A,A-,A,A+,A+,A+,B,A-,B-,A+,A-,A+,B,C+,C+,B-,B+,C,B
Male,Chinese,Penang,Yes,Foundation in Science,Mostly A's,Often,Year 1 Trimester 3,2003,4,4,13,3.9174,A,A,A,A,A,B,A,A,A+,A+,A,A,A,A,A,A+,A,B+,A,A,A,A,A,A+,A,A+,A+,A,A,B+,A-,A-,A,A,A+
Female,Chinese,Penang,Yes,Foundation in Art,Mostly B's,Sometimes,Year 1 Trimester 2,2003,4,4,12,3.9233,A,A-,A,A-,A+,A+,A,A,A,A,A,A,A,A,A,A,B,A+,A,A,A,B+,A+,A+,A,A+,A,A+,A-,A,A+,A,A-,A,A+
Male,English,Johor,Yes,Foundation in Science,Mostly B's,Often,Year 3 Trimester 3,2004,3,4,7,3.1828,B,A+,F,B-,B,B,A-,B,A-,A+,B,B,B,B,A+,A,A+,A,A,A+,B-,A+,B+,A,B,B+,A-,A-,C,A-,B+,B+,B+,F,B-
Male,Chinese,Negeri Sembilan,No,Foundation in Science,Mostly B's,Sometimes,Year 3 Trimester 3,2002,3,3,7,2.6179,B,B+,C,B+,B+,B+,F,C+,B+,B,C,B-,B-,B-,A-,B,F,B+,A-,B,C,B,B,B-,A-,B+,B+,C,B-,B-,B+,F,C+,B+,C
Female,Chinese,Perak,Yes,Foundation in Art,Mostly B's,Sometimes,Year 3 Trimester 3,2002,4,3,15,3.3014,B+,B+,B+,B+,C,B,B+,A+,B,A-,B+,A-,A-,A+,A-,B+,C+,A-,A-,A,B+,A,A+,C,A-,C,A+,C+,A,B+,C,A,B-,B+,B+
Male,Chinese,Perak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Never,Year 3 Trimester 3,2000,3,4,13,2.7862,B+,C,B+,B-,B,B-,C+,C+,B,B,A-,A-,A-,B+,F,B-,C,B,F,C+,B,B-,B,B-,B,B,A,B+,B,B,B+,B+,B,B-,C
Male,English,Sarawak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 3 Trimester 2,2003,4,4,0,3.1883,B,A-,C,B,C,C,A-,A-,B+,A,A-,A,A,A,A,A-,B-,B+,A-,B,A,A-,A+,C,C+,B,A,A+,C+,A+,B+,C+,B-,C,F
Female,Chinese,Pahang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 2 Trimester 1,2002,4,3,7,3.49,B,B,B,B+,A+,A-,B,A-,A,A+,B,A-,A+,A-,B,B+,C+,B-,B-,A+,A+,B,B+,A,A,B+,A,A,B,A+,B+,A+,B,B+,A
Male,Chinese,Selangor,No,Foundation in Art,Mostly B's,Very Often,Year 2 Trimester 2,2005,4,4,11,3.6902,A-,A,B+,B+,B,A+,A-,A+,A-,A,A+,A-,A+,A-,A+,A,B,A-,A,A+,A,A+,A-,A,A+,B-,A-,A,A+,B+,B,A-,B+,A,B-
Female,Chinese,Johor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 2 Trimester 3,2002,5,4,12,3.3788,A-,B+,A-,B,B,A-,B,B+,B,B+,A+,B,A-,A,A,B-,B+,B+,A,B+,B+,A+,A-,B,A-,B,A-,C+,A-,A+,A+,B,A-,B,C+
Female,English,Selangor,Yes,Diploma,Mostly B's,Never,Year 2 Trimester 3,2002,4,4,4,3.6329,A+,A,B-,C,B,B-,A,A,A,A,A+,A,A,A,A,A+,B-,B,A,A,A+,A-,A+,B+,A-,B,B-,A,A+,A+,A+,A+,B,A+,B
Male,Chinese,Sabah,Yes,Foundation in Art,Mostly A's,Very Often,Year 2 Trimester 1,2002,4,4,15,3.7328,A,A-,A,A-,A+,B,A,A,A-,A+,A,A,A,A,B,A-,A+,A,B-,A-,A,A+,A+,A,A,B-,B+,A+,B,A,A,A-,B+,A-,B
Male,English,Selangor,Yes,Foundation in Science,Mostly C's,Sometimes,Year 3 Trimester 3,2004,5,4,0,2.2165,C,F,F,C,C+,C+,B+,C,B-,A-,C,B,B-,C,B-,C+,B-,A,B,A-,B-,C,C+,F,C,F,F,A,C+,C+,C,C,C+,F,B+
Male,Chinese,Sarawak,Yes,UEC (Unified Examination Certificate),Mostly B's,Often,Year 2 Trimester 3,2002,4,5,3,3.1879,A-,B+,B,A+,B,C,B+,C,C,A+,A+,A-,A,B,A-,A+,B+,B,B-,C,A-,C+,B+,B+,B+,B-,B+,A-,B+,B,B,C+,B,B+,A
Male,English,Kedah,Yes,Foundation in Science,Mostly A's,Sometimes,Year 2 Trimester 3,2000,5,4,11,3.3017,B+,B,B+,B-,B,C,A,A,A+,C+,A,A,A-,A-,B,B+,A+,C,B-,C+,A+,C+,A-,A+,C+,A-,A,B,C+,A,B,B,B,B+,A
Female,Chinese,Kelantan,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 2 Trimester 1,2001,4,3,11,3.638,A,B,B+,A-,A,A-,A+,B+,A,A+,A+,A,A,A+,B,B+,A,B+,B,B+,A-,B-,A+,A,A,A+,B-,A+,B,B+,B+,A,A+,A+,B+
Male,Chinese,Johor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Never,Year 2 Trimester 1,2003,3,4,2,3.9059,A,A,A,A-,A,A,A,A,A,A,A+,A,A,A+,A,A,B,A+,A+,A+,A,A,B+,A,A,A,A+,A,A,B+,A+,A+,B,A+,A
Female,English,Kuala Lumpur,Yes,Foundation in Art,Mostly B's,Often,Year 2 Trimester 3,2002,4,4,11,3.752,A-,A,A+,A-,A,B+,A,A,A,A,A,A,A,A,A,A,A,B+,A,A+,B+,A,A,A+,B+,A,B-,A-,A-,A-,B+,A,B+,B+,A-
Male,Chinese,Penang,Yes,Foundation in Science,Mostly B's,Sometimes,Year 3 Trimester 2,2003,4,5,2,2.9109,B,A+,F,C,B-,F,B,B+,B+,A+,B+,B+,B,C,A+,A+,B,C+,A+,A,B,A+,B,A-,B,C+,C,B-,C+,A,C,B+,C+,C+,B+
Female,Chinese,Perak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 2 Trimester 3,2001,3,5,3,3.8892,A+,A+,A,A+,A,B+,A,A,A,A,A,A,A,A-,A,A+,A+,A,A,A,A-,A+,A+,B+,B-,A+,A,A+,A,A+,A+,A,A+,A+,A-
Female,Chinese,Negeri Sembilan,Yes,Foundation in Science,Mostly A's,Sometimes,Alumni,2004,3,3,9,3.88,A+,A,A,A,A,A,A,A,A,A,A,A,A,A,A-,A,A,A+,A-,A,B+,A,A,A,B+,A,A,A+,A,B+,A+,A+,A,B+,A+
Male,Chinese,Perak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 3 Trimester 1,2002,4,4,8,3.3277,B,B+,B+,C,B,C,A+,A+,B+,A,A-,A+,A+,C,B,A+,A+,A+,A+,B+,A-,A+,F,B+,B,B-,A,A,A,B,C,A-,B,A-,B+
Male,English,Selangor,Yes,Foundation in Art,Mostly A's,Never,Year 2 Trimester 2,2002,3,4,8,3.5699,A-,A,B,B,B+,A-,A+,A+,A-,A+,B,B,A+,A-,A,A,A+,A+,A+,B+,B+,B+,B+,A+,A-,A-,B,B+,A-,A,B-,A+,B,A-,B
Male,English,Malacca,No,Foundation in Science,Mostly B's,Often,Year 3 Trimester 1,2001,4,4,4,2.9999,C,A+,B-,A+,B+,B,B-,B,A-,A+,A+,B,B,A-,A,B-,B-,C+,B,A,A+,B+,B+,B+,B,C+,F,C,B+,A-,B,F,B,C,C+
Female,English,Perak,Yes,Foundation in Science,Mostly B's,Often,Year 2 Trimester 2,2003,3,4,3,3.7526,A,A+,B-,B-,A+,B+,A-,A-,A-,A,A,A,A,A,A+,A,B,A,A-,A,A,A,A,A+,A,A+,A,A+,C+,A,B+,A-,A+,A+,B
Male,Chinese,Kedah,No,Foundation in Science,Mostly A's,Often,Year 2 Trimester 3,2002,4,4,11,3.8721,A+,A+,A,A+,A,A,A,A,A,A,A,A,A,A,A-,A+,B,A+,A,A+,A+,A-,B+,A+,A+,A-,A+,A,A-,A,A+,A,B,B,A
Male,English,Sarawak,Yes,Foundation in Art,Mostly A's,Very Often,Year 2 Trimester 1,2002,4,4,16,3.6123,A+,A+,A,A,A+,A-,B,B-,B,B+,B,A+,A+,B+,A+,A-,A+,A+,B+,A+,B+,A+,B+,A,A,A-,A+,B,B-,A-,A+,B+,B+,A+,A
Female,Chinese,Sarawak,No,Foundation in Science,Mostly A's,Often,Year 3 Trimester 1,2003,4,5,14,3.5726,A,A+,B,B-,B+,A-,A-,B,B,A,A+,A-,A+,A,A-,A,A+,A+,B+,B,B+,A+,A+,B+,B+,A+,A,A,B,B,A,A,A,B,B-
Male,English,Malacca,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 3 Trimester 1,2001,3,5,8,2.9972,A-,B,B-,C+,C,C+,B+,B,A-,B,B,A,A-,B+,A-,A-,C+,C,B,B,C+,A+,A,B+,A+,B-,C,C,B-,A-,A-,B,B,B+,C
